"blueprint","item_name","category","tier","slot","resource","property","propertyName","rangeIndex","startQuality","endQuality","atStart","atEnd","mode"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_18","ORC-mkV Legs Twilight","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_18","ORC-mkV Legs Twilight","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_18","ORC-mkV Legs Twilight","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_19","ORC-mkV Legs Imperial","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_19","ORC-mkV Legs Imperial","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_19","ORC-mkV Legs Imperial","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_20","ORC-mkV Legs Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_20","ORC-mkV Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_20","ORC-mkV Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_22","ORC-mkV Legs Scorched","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_22","ORC-mkV Legs Scorched","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_22","ORC-mkV Legs Scorched","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_covalex","ORC-mkV Legs Covalex Edition","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_covalex","ORC-mkV Legs Covalex Edition","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_covalex","ORC-mkV Legs Covalex Edition","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_cryastro","ORC-mkV Legs Cry-Astro Edition","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_cryastro","ORC-mkV Legs Cry-Astro Edition","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_cryastro","ORC-mkV Legs Cry-Astro Edition","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_greycat","ORC-mkV Legs Greycat Edition","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_greycat","ORC-mkV Legs Greycat Edition","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_01_greycat","ORC-mkV Legs Greycat Edition","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_9tails_01","ORC-mkV Legs (Modified)","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_9tails_01","ORC-mkV Legs (Modified)","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_9tails_01","ORC-mkV Legs (Modified)","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_crus01_01","ORC-mkV Legs Crusader Edition","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_crus01_01","ORC-mkV Legs Crusader Edition","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_legacy_armor_medium_legs_01_crus01_01","ORC-mkV Legs Crusader Edition","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_undersuit_01_01_01","TCS-4 Undersuit","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_undersuit_01_01_01","TCS-4 Undersuit","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_cds_undersuit_helmet_01_01_01","A23 Flight Helmet Woodland","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_cds_undersuit_helmet_01_01_01","A23 Flight Helmet Woodland","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_combat_light_helmet_01_01_01","Badami Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_combat_light_helmet_01_01_01","Badami Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_combat_light_helmet_01_01_01","Badami Helmet","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_clda_env_armor_heavy_helmet_01_01_01","Novikov Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_env_armor_heavy_helmet_01_01_01","Novikov Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_env_armor_heavy_helmet_01_01_01","Novikov Helmet","FPSArmours","0","Shell","Stileron","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_clda_env_armor_heavy_suit_01_01_01","Novikov Exploration Suit","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_env_armor_heavy_suit_01_01_01","Novikov Exploration Suit","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_env_armor_heavy_suit_01_01_01","Novikov Exploration Suit","FPSArmours","0","Shell","Stileron","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_clda_undersuit_01_01_01","Levin Undersuit (Refurbished)","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_undersuit_01_01_01","Levin Undersuit (Refurbished)","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_clda_undersuit_02_01_01","Markanda Undersuit (Refurbished)","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_undersuit_02_01_01","Markanda Undersuit (Refurbished)","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_01_01_01","Pembroke Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_01_01_01","Pembroke Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_01_01_01","Pembroke Helmet","FPSArmours","0","Shell","Stileron","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_03_01_01","Siebe Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_03_01_01","Siebe Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_03_01_01","Siebe Helmet","FPSArmours","0","Shell","Stileron","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_04_01_01","Stirling Exploration Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_04_01_01","Stirling Exploration Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_helmet_04_01_01","Stirling Exploration Helmet","FPSArmours","0","Shell","Stileron","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_clda_utility_heavy_suit_01_01_01","Pembroke Exploration Suit","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_suit_01_01_01","Pembroke Exploration Suit","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_suit_01_01_01","Pembroke Exploration Suit","FPSArmours","0","Shell","Stileron","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_clda_utility_heavy_suit_03_01_01","Stirling Exploration Suit","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_suit_03_01_01","Stirling Exploration Suit","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_clda_utility_heavy_suit_03_01_01","Stirling Exploration Suit","FPSArmours","0","Shell","Stileron","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_COOL_ACOM_S01_IcePlunge_SCItem","IcePlunge","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_IcePlunge_SCItem","IcePlunge","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_ACOM_S01_IcePlunge_SCItem","IcePlunge","VehicleComponentS1","0","Pump Impeller","Tin","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_IcePlunge_SCItem","IcePlunge","VehicleComponentS1","0","Pump Impeller","Tin","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_ACOM_S01_IcePlunge_SCItem","IcePlunge","VehicleComponentS1","0","Shell","Tungsten","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_IcePlunge_SCItem","IcePlunge","VehicleComponentS1","0","Shell","Tungsten","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_ACOM_S01_QuickCool_SCItem","QuikCool","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_QuickCool_SCItem","QuikCool","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_ACOM_S01_QuickCool_SCItem","QuikCool","VehicleComponentS1","0","Pump Impeller","Iron","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_QuickCool_SCItem","QuikCool","VehicleComponentS1","0","Pump Impeller","Iron","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_ACOM_S01_QuickCool_SCItem","QuikCool","VehicleComponentS1","0","Shell","Iron","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_QuickCool_SCItem","QuikCool","VehicleComponentS1","0","Shell","Iron","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_ACOM_S01_ZeroRush_SCItem","ZeroRush","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_ZeroRush_SCItem","ZeroRush","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_ACOM_S01_ZeroRush_SCItem","ZeroRush","VehicleComponentS1","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_ZeroRush_SCItem","ZeroRush","VehicleComponentS1","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_ACOM_S01_ZeroRush_SCItem","ZeroRush","VehicleComponentS1","0","Shell","Torite","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_ACOM_S01_ZeroRush_SCItem","ZeroRush","VehicleComponentS1","0","Shell","Torite","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_ACOM_S02_AbsoluteZero_SCItem","AbsoluteZero","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_AbsoluteZero_SCItem","AbsoluteZero","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_ACOM_S02_AbsoluteZero_SCItem","AbsoluteZero","VehicleComponentS2","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_AbsoluteZero_SCItem","AbsoluteZero","VehicleComponentS2","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_ACOM_S02_AbsoluteZero_SCItem","AbsoluteZero","VehicleComponentS2","0","Shell","Torite","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_AbsoluteZero_SCItem","AbsoluteZero","VehicleComponentS2","0","Shell","Torite","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_ACOM_S02_IceDive_SCItem","IceDive","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_IceDive_SCItem","IceDive","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_ACOM_S02_IceDive_SCItem","IceDive","VehicleComponentS2","0","Pump Impeller","Tin","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_IceDive_SCItem","IceDive","VehicleComponentS2","0","Pump Impeller","Tin","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_ACOM_S02_IceDive_SCItem","IceDive","VehicleComponentS2","0","Shell","Tungsten","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_IceDive_SCItem","IceDive","VehicleComponentS2","0","Shell","Tungsten","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_ACOM_S02_RapidCool_SCItem","RapidCool","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_RapidCool_SCItem","RapidCool","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_ACOM_S02_RapidCool_SCItem","RapidCool","VehicleComponentS2","0","Pump Impeller","Iron","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_RapidCool_SCItem","RapidCool","VehicleComponentS2","0","Pump Impeller","Iron","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_ACOM_S02_RapidCool_SCItem","RapidCool","VehicleComponentS2","0","Shell","Iron","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_ACOM_S02_RapidCool_SCItem","RapidCool","VehicleComponentS2","0","Shell","Iron","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Bracer_SCItem","Bracer","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Bracer_SCItem","Bracer","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Bracer_SCItem","Bracer","VehicleComponentS1","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Bracer_SCItem","Bracer","VehicleComponentS1","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Bracer_SCItem","Bracer","VehicleComponentS1","0","Shell","Borase","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Bracer_SCItem","Bracer","VehicleComponentS1","0","Shell","Borase","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Glacier_SCItem","Glacier","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Glacier_SCItem","Glacier","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Glacier_SCItem","Glacier","VehicleComponentS1","0","Pump Impeller","Borase","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Glacier_SCItem","Glacier","VehicleComponentS1","0","Pump Impeller","Borase","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Glacier_SCItem","Glacier","VehicleComponentS1","0","Shell","Stileron","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Glacier_SCItem","Glacier","VehicleComponentS1","0","Shell","Stileron","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Polar_SCItem","Polar","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Polar_SCItem","Polar","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Polar_SCItem","Polar","VehicleComponentS1","0","Pump Impeller","Borase","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Polar_SCItem","Polar","VehicleComponentS1","0","Pump Impeller","Borase","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Polar_SCItem","Polar","VehicleComponentS1","0","Shell","Lindinium","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Polar_SCItem","Polar","VehicleComponentS1","0","Shell","Lindinium","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Tundra_SCItem","Tundra","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Tundra_SCItem","Tundra","VehicleComponentS1","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Tundra_SCItem","Tundra","VehicleComponentS1","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Tundra_SCItem","Tundra","VehicleComponentS1","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Tundra_SCItem","Tundra","VehicleComponentS1","0","Shell","Titanium","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_AEGS_S01_Tundra_SCItem","Tundra","VehicleComponentS1","0","Shell","Titanium","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Arctic_SCItem","Arctic","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Arctic_SCItem","Arctic","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Arctic_SCItem","Arctic","VehicleComponentS2","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Arctic_SCItem","Arctic","VehicleComponentS2","0","Pump Impeller","Agricium","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Arctic_SCItem","Arctic","VehicleComponentS2","0","Shell","Borase","GPP_Health_MaxHealth","Integrity","0","0","500","0.8","1","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Arctic_SCItem","Arctic","VehicleComponentS2","0","Shell","Borase","GPP_Health_MaxHealth","Integrity","1","501","1000","1","1.2","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Avalanche_SCItem","Avalanche","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.85","1","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Avalanche_SCItem","Avalanche","VehicleComponentS2","0","Coolant","Pressurized_Ice","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.15","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Avalanche_SCItem","Avalanche","VehicleComponentS2","0","Pump Impeller","Borase","GPP_ItemResource_CoolantGeneration","Coolant Rating","0","0","500","0.95","1","multiplier"
"BP_CRAFT_COOL_AEGS_S02_Avalanche_SCItem","Avalanche","VehicleComponentS2","0","Pump Impeller","Borase","GPP_ItemResource_CoolantGeneration","Coolant Rating","1","501","1000","1","1.05","multiplier"
